input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,tech_,lines,cdn
00bc.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,00bc.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,00bc.atlassian.net,443,https://00bc.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
00d90000000zm8oeag.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,00d90000000zm8oeag.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,00d90000000zm8oeag.atlassian.net,443,https://00d90000000zm8oeag.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
00jz.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,00jz.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,00jz.atlassian.net,443,https://00jz.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
010226.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,010226.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,010226.atlassian.net,443,https://010226.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
01170117.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,01170117.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,01170117.atlassian.net,443,https://01170117.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
012d75a3aa218882a.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,012d75a3aa218882a.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,012d75a3aa218882a.atlassian.net,443,https://012d75a3aa218882a.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
01logic.atlassian.net,Log in with Atlassian account,,6711,id.atlassian.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,"CN=*.atlassian.com, O=Atlassian Pty Ltd, L=Sydney, ST=New South Wales, C=AU",*.atlassian.com,Atlassian Pty Ltd,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,ctls,id.atlassian.com,443,https://01logic.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,1,
02121982.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,02121982.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,02121982.atlassian.net,443,https://02121982.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
02imgmini.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,02imgmini.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,02imgmini.atlassian.net,443,https://02imgmini.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
02ix.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,02ix.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,02ix.atlassian.net,443,https://02ix.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.40,HSTS,52,
02ud.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,02ud.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,02ud.atlassian.net,443,https://02ud.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
03.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,03.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,03.atlassian.net,443,https://03.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
030689.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,030689.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,030689.atlassian.net,443,https://030689.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
031076.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,031076.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,031076.atlassian.net,443,https://031076.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
031704.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,031704.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,031704.atlassian.net,443,https://031704.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
032070.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,032070.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,032070.atlassian.net,443,https://032070.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
03231988.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,03231988.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,03231988.atlassian.net,443,https://03231988.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
032401.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,032401.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,032401.atlassian.net,443,https://032401.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
04051999.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,04051999.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,04051999.atlassian.net,443,https://04051999.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
040978.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,040978.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,040978.atlassian.net,443,https://040978.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
041111.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,041111.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,041111.atlassian.net,443,https://041111.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
041296.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,041296.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,041296.atlassian.net,443,https://041296.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
042880.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,042880.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,042880.atlassian.net,443,https://042880.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.41,HSTS,52,
04vb.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,04vb.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,04vb.atlassian.net,443,https://04vb.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
052520.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,052520.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,052520.atlassian.net,443,https://052520.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
05fc.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,05fc.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,05fc.atlassian.net,443,https://05fc.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
05xf.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,05xf.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,05xf.atlassian.net,443,https://05xf.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
06-pub-proxy-44166206-ap-southeast.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,06-pub-proxy-44166206-ap-southeast.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,06-pub-proxy-44166206-ap-southeast.atlassian.net,443,https://06-pub-proxy-44166206-ap-southeast.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
060971.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,060971.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,060971.atlassian.net,443,https://060971.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
06br.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,06br.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,06br.atlassian.net,443,https://06br.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
06u-u6e4df01d.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,06u-u6e4df01d.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,06u-u6e4df01d.atlassian.net,443,https://06u-u6e4df01d.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
07042535.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,07042535.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,07042535.atlassian.net,443,https://07042535.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.38,HSTS,52,
070470.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,070470.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,070470.atlassian.net,443,https://070470.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
072673.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,072673.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,072673.atlassian.net,443,https://072673.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
07nd.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,07nd.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,07nd.atlassian.net,443,https://07nd.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.36,HSTS,52,
07u8.atlassian.net,Atlassian Cloud Notifications - Page Unavailable,,2676,07u8.atlassian.net,443,tls13,TLS_AES_128_GCM_SHA256,2022-11-07T00:00:00Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,"Atlassian, Inc.","CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,07u8.atlassian.net,443,https://07u8.atlassian.net:443,https,AtlassianEdge,text/html,GET,185.166.143.37,HSTS,52,
